측정시간,행정동,방문자수,구,공원명
2025-04-01 02:17:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-01 02:20:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-01 02:20:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 02:20:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 02:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 02:26:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 02:27:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-01 02:27:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-01 02:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 02:30:00,Seongsu1ga1(il)-dong,4,성동구,서울숲공원
2025-04-01 02:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 02:36:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 02:37:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-01 02:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 02:40:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 02:46:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 02:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 02:47:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-01 02:56:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 02:57:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-01 03:00:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 03:00:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 03:00:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-01 03:06:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 03:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 03:07:00,Beon3(sam)-dong,4,강북구,북서울꿈의숲
2025-04-01 03:10:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 03:10:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 03:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 03:16:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 03:17:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-01 03:20:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 03:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 03:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 03:26:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 03:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 03:27:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-01 03:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 03:30:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 03:36:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 03:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 03:37:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-01 03:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 03:40:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 03:46:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 03:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 03:47:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-01 03:50:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 03:56:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-01 03:57:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-01 03:57:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-01 04:00:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 04:00:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 04:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 04:06:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-01 04:07:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-01 04:10:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 04:10:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 04:16:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 04:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 04:17:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-01 04:20:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 04:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 04:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 04:26:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-01 04:27:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-01 04:30:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 04:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 04:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 04:36:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 04:37:00,Beon3(sam)-dong,6,강북구,북서울꿈의숲
2025-04-01 04:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 04:40:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 04:46:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 04:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 04:47:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-01 04:50:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 04:50:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-01 04:56:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 04:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 04:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 04:57:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-01 05:00:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 05:00:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 05:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 05:06:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 05:07:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-01 05:10:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 05:10:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 05:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 05:16:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-01 05:17:00,Beon3(sam)-dong,4,강북구,북서울꿈의숲
2025-04-01 05:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 05:20:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 05:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 05:26:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-01 05:27:00,Beon3(sam)-dong,5,강북구,북서울꿈의숲
2025-04-01 05:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 05:30:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 05:36:00,Nokbeon-dong,5,은평구,은평평화공원
2025-04-01 05:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 05:37:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-01 05:40:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-01 05:40:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-01 05:46:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 05:46:00,Nokbeon-dong,4,은평구,은평평화공원
2025-04-01 05:47:00,Beon3(sam)-dong,6,강북구,북서울꿈의숲
2025-04-01 05:50:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 05:50:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 05:50:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 05:56:00,Cheonyeon-dong,2,서대문구,서대문독립공원
2025-04-01 05:56:00,Cheonyeon-dong,2,서대문구,서대문독립공원
2025-04-01 05:56:00,Nokbeon-dong,6,은평구,은평평화공원
2025-04-01 05:57:00,Beon3(sam)-dong,7,강북구,북서울꿈의숲
2025-04-01 06:00:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-01 06:00:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-01 06:06:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 06:06:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-01 06:07:00,Beon3(sam)-dong,4,강북구,북서울꿈의숲
2025-04-01 06:10:00,Seongsu1ga1(il)-dong,2,성동구,서울숲공원
2025-04-01 06:10:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-01 06:16:00,Nokbeon-dong,5,은평구,은평평화공원
2025-04-01 06:16:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 06:17:00,Beon3(sam)-dong,10,강북구,북서울꿈의숲
2025-04-01 06:20:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 06:20:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-01 06:26:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-01 06:26:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-01 06:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 06:27:00,Beon3(sam)-dong,5,강북구,북서울꿈의숲
2025-04-01 06:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 06:30:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 06:36:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-01 06:36:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 06:37:00,Beon3(sam)-dong,11,강북구,북서울꿈의숲
2025-04-01 06:40:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-01 06:40:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-01 06:46:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-01 06:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 06:47:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-01 06:50:00,Amsa3(sam)-dong,5,강동구,암사생태공원
2025-04-01 06:50:00,Seongsu1ga1(il)-dong,2,성동구,서울숲공원
2025-04-01 06:56:00,Nokbeon-dong,4,은평구,은평평화공원
2025-04-01 06:56:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 06:57:00,Beon3(sam)-dong,15,강북구,북서울꿈의숲
2025-04-01 07:00:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-01 07:00:00,Amsa3(sam)-dong,4,강동구,암사생태공원
2025-04-01 07:06:00,Nokbeon-dong,10,은평구,은평평화공원
2025-04-01 07:06:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 07:07:00,Beon3(sam)-dong,12,강북구,북서울꿈의숲
2025-04-01 07:10:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-01 07:10:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-01 07:16:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-01 07:16:00,Cheonyeon-dong,3,서대문구,서대문독립공원
2025-04-01 07:17:00,Beon3(sam)-dong,17,강북구,북서울꿈의숲
2025-04-01 07:20:00,Seongsu1ga1(il)-dong,2,성동구,서울숲공원
2025-04-01 07:20:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-01 07:26:00,Nokbeon-dong,7,은평구,은평평화공원
2025-04-01 07:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 07:27:00,Beon3(sam)-dong,8,강북구,북서울꿈의숲
2025-04-01 07:30:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-01 07:30:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-01 07:36:00,Nokbeon-dong,6,은평구,은평평화공원
2025-04-01 07:36:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 07:37:00,Beon3(sam)-dong,9,강북구,북서울꿈의숲
2025-04-01 07:40:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-01 07:40:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-01 07:46:00,Nokbeon-dong,5,은평구,은평평화공원
2025-04-01 07:46:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 07:47:00,Beon3(sam)-dong,5,강북구,북서울꿈의숲
2025-04-01 07:50:00,Seongsu1ga1(il)-dong,10,성동구,서울숲공원
2025-04-01 07:50:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-01 07:56:00,Nokbeon-dong,16,은평구,은평평화공원
2025-04-01 07:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-01 07:56:00,Nokbeon-dong,16,은평구,은평평화공원
2025-04-01 07:57:00,Beon3(sam)-dong,12,강북구,북서울꿈의숲
2025-04-01 08:00:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-01 08:00:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-01 08:06:00,Nokbeon-dong,10,은평구,은평평화공원
2025-04-01 08:06:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 08:07:00,Beon3(sam)-dong,6,강북구,북서울꿈의숲
2025-04-01 08:10:00,Seongsu1ga1(il)-dong,5,성동구,서울숲공원
2025-04-01 08:10:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-01 08:16:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-01 08:16:00,Nokbeon-dong,12,은평구,은평평화공원
2025-04-01 08:17:00,Beon3(sam)-dong,19,강북구,북서울꿈의숲
2025-04-01 08:20:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-01 08:20:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-01 08:26:00,Cheonyeon-dong,4,서대문구,서대문독립공원
2025-04-01 08:26:00,Nokbeon-dong,14,은평구,은평평화공원
2025-04-01 08:27:00,Beon3(sam)-dong,11,강북구,북서울꿈의숲
2025-04-01 08:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-01 08:30:00,Seongsu1ga1(il)-dong,4,성동구,서울숲공원
2025-04-01 08:36:00,Nokbeon-dong,24,은평구,은평평화공원
2025-04-01 08:36:00,Cheonyeon-dong,2,서대문구,서대문독립공원
2025-04-01 08:37:00,Beon3(sam)-dong,10,강북구,북서울꿈의숲
2025-04-01 08:40:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-01 08:40:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-01 08:46:00,Nokbeon-dong,37,은평구,은평평화공원
2025-04-01 08:46:00,Cheonyeon-dong,3,서대문구,서대문독립공원
2025-04-01 08:47:00,Beon3(sam)-dong,11,강북구,북서울꿈의숲
2025-04-01 08:50:00,Seongsu1ga1(il)-dong,6,성동구,서울숲공원
2025-04-01 08:50:00,Seongsu1ga1(il)-dong,6,성동구,서울숲공원
2025-04-01 08:50:00,Amsa3(sam)-dong,8,강동구,암사생태공원
2025-04-01 08:56:00,Nokbeon-dong,36,은평구,은평평화공원
2025-04-01 08:56:00,Nokbeon-dong,36,은평구,은평평화공원
2025-04-01 08:56:00,Cheonyeon-dong,3,서대문구,서대문독립공원
2025-04-01 08:57:00,Beon3(sam)-dong,16,강북구,북서울꿈의숲
2025-04-01 09:00:00,Amsa3(sam)-dong,6,강동구,암사생태공원
2025-04-01 09:00:00,Seongsu1ga1(il)-dong,7,성동구,서울숲공원
2025-04-01 09:06:00,Nokbeon-dong,16,은평구,은평평화공원
2025-04-01 09:06:00,Cheonyeon-dong,8,서대문구,서대문독립공원
2025-04-01 09:07:00,Beon3(sam)-dong,28,강북구,북서울꿈의숲
2025-04-01 09:10:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-01 09:10:00,Seongsu1ga1(il)-dong,6,성동구,서울숲공원
2025-04-01 09:16:00,Nokbeon-dong,14,은평구,은평평화공원
2025-04-01 09:16:00,Cheonyeon-dong,16,서대문구,서대문독립공원
2025-04-01 09:17:00,Beon3(sam)-dong,13,강북구,북서울꿈의숲
2025-04-01 09:20:00,Seongsu1ga1(il)-dong,2,성동구,서울숲공원
2025-04-01 09:20:00,Amsa3(sam)-dong,9,강동구,암사생태공원
2025-04-01 09:26:00,Cheonyeon-dong,6,서대문구,서대문독립공원
2025-04-01 09:26:00,Nokbeon-dong,5,은평구,은평평화공원
2025-04-01 09:27:00,Beon3(sam)-dong,7,강북구,북서울꿈의숲
2025-04-01 09:30:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-01 09:30:00,Seongsu1ga1(il)-dong,5,성동구,서울숲공원
2025-04-01 09:36:00,Cheonyeon-dong,11,서대문구,서대문독립공원
2025-04-01 09:36:00,Nokbeon-dong,10,은평구,은평평화공원
2025-04-01 09:37:00,Beon3(sam)-dong,6,강북구,북서울꿈의숲
2025-04-01 09:40:00,Seongsu1ga1(il)-dong,5,성동구,서울숲공원
2025-04-01 09:40:00,Amsa3(sam)-dong,4,강동구,암사생태공원
2025-04-01 09:46:00,Cheonyeon-dong,7,서대문구,서대문독립공원
2025-04-01 09:46:00,Nokbeon-dong,8,은평구,은평평화공원
2025-04-01 09:47:00,Beon3(sam)-dong,16,강북구,북서울꿈의숲
2025-04-01 09:56:00,Cheonyeon-dong,12,서대문구,서대문독립공원
2025-04-01 09:56:00,Nokbeon-dong,9,은평구,은평평화공원
2025-04-01 09:56:00,Cheonyeon-dong,12,서대문구,서대문독립공원
2025-04-01 09:57:00,Beon3(sam)-dong,14,강북구,북서울꿈의숲
2025-04-01 10:00:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-01 10:00:00,Seongsu1ga1(il)-dong,8,성동구,서울숲공원
2025-04-01 10:06:00,Cheonyeon-dong,15,서대문구,서대문독립공원
2025-04-01 10:06:00,Nokbeon-dong,8,은평구,은평평화공원
2025-04-01 10:07:00,Beon3(sam)-dong,15,강북구,북서울꿈의숲
2025-04-01 10:10:00,Amsa3(sam)-dong,6,강동구,암사생태공원
2025-04-01 10:10:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-01 10:16:00,Nokbeon-dong,7,은평구,은평평화공원
2025-04-01 10:16:00,Cheonyeon-dong,11,서대문구,서대문독립공원
2025-04-01 10:17:00,Beon3(sam)-dong,16,강북구,북서울꿈의숲
2025-04-01 10:20:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-01 10:20:00,Amsa3(sam)-dong,8,강동구,암사생태공원
2025-04-01 10:26:00,Cheonyeon-dong,13,서대문구,서대문독립공원
2025-04-01 10:26:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-01 10:27:00,Beon3(sam)-dong,24,강북구,북서울꿈의숲
2025-04-01 10:30:00,Seongsu1ga1(il)-dong,10,성동구,서울숲공원
2025-04-01 10:30:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-01 10:36:00,Nokbeon-dong,5,은평구,은평평화공원
2025-04-01 10:36:00,Cheonyeon-dong,27,서대문구,서대문독립공원
2025-04-01 10:37:00,Beon3(sam)-dong,58,강북구,북서울꿈의숲
2025-04-01 10:40:00,Amsa3(sam)-dong,5,강동구,암사생태공원
2025-04-01 10:40:00,Seongsu1ga1(il)-dong,16,성동구,서울숲공원
2025-04-01 10:46:00,Cheonyeon-dong,15,서대문구,서대문독립공원
2025-04-01 10:46:00,Nokbeon-dong,8,은평구,은평평화공원
2025-04-01 10:47:00,Beon3(sam)-dong,26,강북구,북서울꿈의숲
2025-04-01 10:50:00,Seongsu1ga1(il)-dong,20,성동구,서울숲공원
2025-04-01 10:50:00,Amsa3(sam)-dong,4,강동구,암사생태공원
2025-04-01 10:56:00,Nokbeon-dong,9,은평구,은평평화공원
2025-04-01 10:57:00,Beon3(sam)-dong,26,강북구,북서울꿈의숲
2025-04-01 11:00:00,Seongsu1ga1(il)-dong,25,성동구,서울숲공원
2025-04-01 11:00:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-01 11:06:00,Nokbeon-dong,9,은평구,은평평화공원
2025-04-01 11:06:00,Cheonyeon-dong,8,서대문구,서대문독립공원
2025-04-01 11:07:00,Beon3(sam)-dong,24,강북구,북서울꿈의숲
2025-04-01 11:10:00,Seongsu1ga1(il)-dong,16,성동구,서울숲공원
2025-04-01 11:10:00,Amsa3(sam)-dong,6,강동구,암사생태공원
2025-04-01 11:16:00,Nokbeon-dong,4,은평구,은평평화공원
2025-04-01 11:16:00,Cheonyeon-dong,13,서대문구,서대문독립공원
2025-04-01 11:17:00,Beon3(sam)-dong,26,강북구,북서울꿈의숲
2025-04-01 11:20:00,Amsa3(sam)-dong,10,강동구,암사생태공원
2025-04-01 11:20:00,Seongsu1ga1(il)-dong,14,성동구,서울숲공원
2025-04-01 11:26:00,Nokbeon-dong,11,은평구,은평평화공원
2025-04-01 11:26:00,Cheonyeon-dong,20,서대문구,서대문독립공원
2025-04-01 11:27:00,Beon3(sam)-dong,15,강북구,북서울꿈의숲
2025-04-01 11:30:00,Seongsu1ga1(il)-dong,27,성동구,서울숲공원
2025-04-01 11:30:00,Amsa3(sam)-dong,14,강동구,암사생태공원
2025-04-01 11:36:00,Nokbeon-dong,9,은평구,은평평화공원
2025-04-01 11:36:00,Cheonyeon-dong,11,서대문구,서대문독립공원
2025-04-01 11:37:00,Beon3(sam)-dong,26,강북구,북서울꿈의숲
2025-04-01 11:40:00,Seongsu1ga1(il)-dong,8,성동구,서울숲공원
2025-04-01 11:40:00,Amsa3(sam)-dong,12,강동구,암사생태공원
2025-04-01 11:46:00,Nokbeon-dong,13,은평구,은평평화공원
2025-04-01 11:46:00,Cheonyeon-dong,12,서대문구,서대문독립공원
2025-04-01 11:47:00,Beon3(sam)-dong,14,강북구,북서울꿈의숲
